IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.68,,,3.18,,6.52,4.7 [3.2-6.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2010,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.84,,,2.81,,7.65,4.8 [2.8-7.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.09,,,2.23,,6.63,4.1 [2.2-6.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.19,,,2.34,,6.82,4.2 [2.3-6.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.16,,,2.76,,5.89,4.2 [2.8-5.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.06,,,2.76,,8.18,5.1 [2.8-8.2],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.22,,,3.47,,7.45,5.2 [3.5-7.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.34,,,2.98,,8.62,5.3 [3.0-8.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.1,,,1.65,,5.2,3.1 [1.7-5.2],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.24,,,1.79,,5.33,3.2 [1.8-5.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.18,,,2.08,,4.54,3.2 [2.1-4.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.49,,,2.44,,7.26,4.5 [2.4-7.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.67,,,3.1,,6.61,4.7 [3.1-6.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2009,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.82,,,2.7,,7.8,4.8 [2.7-7.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.08,,,2.14,,6.74,4.1 [2.1-6.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.19,,,2.24,,6.95,4.2 [2.2-7.0],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.15,,,2.69,,5.99,4.2 [2.7-6.0],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.05,,,2.66,,8.32,5.1 [2.7-8.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.22,,,3.39,,7.54,5.2 [3.4-7.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.34,,,2.87,,8.76,5.3 [2.9-8.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.07,,,1.56,,5.26,3.1 [1.6-5.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.15,,,2.01,,4.59,3.1 [2.0-4.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.21,,,1.7,,5.43,3.2 [1.7-5.4],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.49,,,2.35,,7.43,4.5 [2.3-7.4],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.67,,,3.04,,6.7,4.7 [3.0-6.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2008,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.81,,,2.6,,7.94,4.8 [2.6-7.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.07,,,2.06,,6.9,4.1 [2.1-6.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.2,,,2.17,,7.13,4.2 [2.2-7.1],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.15,,,2.64,,6.1,4.2 [2.6-6.1],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.04,,,2.58,,8.52,5.0 [2.6-8.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.23,,,3.33,,7.67,5.2 [3.3-7.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.36,,,2.79,,8.99,5.4 [2.8-9.0],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.05,,,1.49,,5.33,3.1 [1.5-5.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.13,,,1.95,,4.67,3.1 [2.0-4.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.2,,,1.61,,5.56,3.2 [1.6-5.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.48,,,2.26,,7.59,4.5 [2.3-7.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.67,,,2.96,,6.86,4.7 [3.0-6.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2007,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.82,,,2.5,,8.1,4.8 [2.5-8.1],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.06,,,1.98,,7.04,4.1 [2.0-7.0],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.22,,,2.1,,7.32,4.2 [2.1-7.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.16,,,2.58,,6.24,4.2 [2.6-6.2],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.03,,,2.48,,8.68,5.0 [2.5-8.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.24,,,3.26,,7.82,5.2 [3.3-7.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.38,,,2.71,,9.23,5.4 [2.7-9.2],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.03,,,1.41,,5.45,3.0 [1.4-5.4],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.12,,,1.89,,4.74,3.1 [1.9-4.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.19,,,1.54,,5.66,3.2 [1.5-5.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.46,,,2.17,,7.72,4.5 [2.2-7.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.66,,,2.89,,6.98,4.7 [2.9-7.0],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2006,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.83,,,2.39,,8.32,4.8 [2.4-8.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.04,,,1.9,,7.1,4.0 [1.9-7.1],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.24,,,2.02,,7.5,4.2 [2.0-7.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.17,,,2.5,,6.36,4.2 [2.5-6.4],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.02,,,2.4,,8.74,5.0 [2.4-8.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.25,,,3.19,,7.97,5.3 [3.2-8.0],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.41,,,2.61,,9.48,5.4 [2.6-9.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.02,,,1.35,,5.5,3.0 [1.4-5.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.11,,,1.83,,4.84,3.1 [1.8-4.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.19,,,1.49,,5.77,3.2 [1.5-5.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.44,,,2.09,,7.77,4.4 [2.1-7.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.66,,,2.81,,7.1,4.7 [2.8-7.1],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2005,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.84,,,2.31,,8.54,4.8 [2.3-8.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.02,,,1.82,,7.19,4.0 [1.8-7.2],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.17,,,2.43,,6.5,4.2 [2.4-6.5],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.26,,,1.97,,7.67,4.3 [2.0-7.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.99,,,2.29,,8.86,5.0 [2.3-8.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.26,,,3.09,,8.13,5.3 [3.1-8.1],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,5.44,,,2.53,,9.69,5.4 [2.5-9.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3,,,1.3,,5.57,3.0 [1.3-5.6],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.1,,,1.78,,4.95,3.1 [1.8-4.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.19,,,1.42,,5.95,3.2 [1.4-5.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.4,,,2,,7.84,4.4 [2.0-7.8],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Both sexes,SEX_BTSX,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.65,,,2.72,,7.21,4.6 [2.7-7.2],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2004,false,Sex,Female,SEX_FMLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.85,,,2.24,,8.68,4.8 [2.2-8.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Male,SEX_MLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,3.99,,,1.76,,7.34,4.0 [1.8-7.3],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Both sexes,SEX_BTSX,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.16,,,2.37,,6.67,4.2 [2.4-6.7],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Female,SEX_FMLE,Age Group,18+  years,AGEGROUP_YEARS18-PLUS,,,,,,,4.28,,,1.91,,7.9,4.3 [1.9-7.9],,,EN,2024-11-12T23:00:00.000Z
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",numeric,AFR,Africa,Country,RWA,Rwanda,Year,2003,false,Sex,Male,SEX_MLE,Age Group,30+ years of age,AGEGROUP_YEARS30-PLUS,,,,,,,4.96,,,2.22,,9.01,5.0 [2.2-9.0],,,EN,2024-11-12T23:00:00.000Z
